,LCLid,tstp,energy(kWh/hh),SUM
13525,MAC004179,2013-10-09 18:30:00.0000000,3.38,27314.061
13526,MAC004179,2013-10-09 19:00:00.0000000,2.273,27316.334
13527,MAC004179,2013-10-09 19:30:00.0000000,2.673,27319.007
13528,MAC004179,2013-10-09 20:00:00.0000000,2.673,27321.68
13529,MAC004179,2013-10-09 20:30:00.0000000,2.32,27324.0
13530,MAC004179,2013-10-09 21:00:00.0000000,1.785,27325.785
13531,MAC004179,2013-10-09 21:30:00.0000000,2.338,27328.123
13532,MAC004179,2013-10-09 22:00:00.0000000,2.083,27330.206
13533,MAC004179,2013-10-09 22:30:00.0000000,1.355,27331.561
13534,MAC004179,2013-10-09 23:00:00.0000000,1.883,27333.444
13535,MAC004179,2013-10-09 23:30:00.0000000,1.998,27335.442
13536,MAC004179,2013-10-10 00:00:00.0000000,2.442,27337.884
13537,MAC004179,2013-10-10 00:30:00.0000000,1.889,27339.773
13538,MAC004179,2013-10-10 01:00:00.0000000,2.389,27342.162
13539,MAC004179,2013-10-10 01:30:00.0000000,2.183,27344.345
13540,MAC004179,2013-10-10 02:00:00.0000000,2.054,27346.399
13541,MAC004179,2013-10-10 02:30:00.0000000,1.773,27348.172
13542,MAC004179,2013-10-10 03:00:00.0000000,2.206,27350.378
13543,MAC004179,2013-10-10 03:30:00.0000000,1.819,27352.197
13544,MAC004179,2013-10-10 04:00:00.0000000,2.435,27354.632
13545,MAC004179,2013-10-10 04:30:00.0000000,1.971,27356.603
13546,MAC004179,2013-10-10 05:00:00.0000000,2.111,27358.714
13547,MAC004179,2013-10-10 05:30:00.0000000,2.519,27361.233
13548,MAC004179,2013-10-10 06:00:00.0000000,1.639,27362.872
13549,MAC004179,2013-10-10 06:30:00.0000000,2.382,27365.254
13550,MAC004179,2013-10-10 07:00:00.0000000,2.423,27367.677
13551,MAC004179,2013-10-10 07:30:00.0000000,3.031,27370.708
13552,MAC004179,2013-10-10 08:00:00.0000000,2.356,27373.064
13553,MAC004179,2013-10-10 08:30:00.0000000,2.101,27375.165
13554,MAC004179,2013-10-10 09:00:00.0000000,2.93,27378.095
13555,MAC004179,2013-10-10 09:30:00.0000000,1.973,27380.068
13556,MAC004179,2013-10-10 10:00:00.0000000,2.171,27382.239
13557,MAC004179,2013-10-10 10:30:00.0000000,2.399,27384.638
13558,MAC004179,2013-10-10 11:00:00.0000000,2.92,27387.558
13559,MAC004179,2013-10-10 11:30:00.0000000,2.453,27390.011
13560,MAC004179,2013-10-10 12:00:00.0000000,2.588,27392.599
13561,MAC004179,2013-10-10 12:30:00.0000000,2.404,27395.003
13562,MAC004179,2013-10-10 13:00:00.0000000,2.362,27397.365
13563,MAC004179,2013-10-10 13:30:00.0000000,1.951,27399.316
13564,MAC004179,2013-10-10 14:00:00.0000000,4.06,27403.376
13565,MAC004179,2013-10-10 14:30:00.0000000,3.673,27407.049
13566,MAC004179,2013-10-10 15:00:00.0000000,3.297,27410.346
13567,MAC004179,2013-10-10 15:30:00.0000000,2.927,27413.273
13568,MAC004179,2013-10-10 16:00:00.0000000,1.878,27415.151
13569,MAC004179,2013-10-10 16:30:00.0000000,1.875,27417.026
13570,MAC004179,2013-10-10 17:00:00.0000000,2.249,27419.275
13571,MAC004179,2013-10-10 17:30:00.0000000,3.285,27422.56
13572,MAC004179,2013-10-10 18:00:00.0000000,4.286,27426.846
13573,MAC004179,2013-10-10 18:30:00.0000000,4.169,27431.015
13574,MAC004179,2013-10-10 19:00:00.0000000,2.53,27433.545
13575,MAC004179,2013-10-10 19:30:00.0000000,2.861,27436.406
13576,MAC004179,2013-10-10 20:00:00.0000000,2.584,27438.99
13577,MAC004179,2013-10-10 20:30:00.0000000,2.366,27441.356
13578,MAC004179,2013-10-10 21:00:00.0000000,1.879,27443.235
13579,MAC004179,2013-10-10 21:30:00.0000000,1.942,27445.177
13580,MAC004179,2013-10-10 22:00:00.0000000,2.388,27447.565
13581,MAC004179,2013-10-10 22:30:00.0000000,1.746,27449.311
13582,MAC004179,2013-10-10 23:00:00.0000000,2.112,27451.423
13583,MAC004179,2013-10-10 23:30:00.0000000,2.663,27454.086
13584,MAC004179,2013-10-11 00:00:00.0000000,2.405,27456.491
13585,MAC004179,2013-10-11 00:30:00.0000000,2.307,27458.798
13586,MAC004179,2013-10-11 01:00:00.0000000,2.217,27461.015
13587,MAC004179,2013-10-11 01:30:00.0000000,2.292,27463.307
13588,MAC004179,2013-10-11 02:00:00.0000000,2.038,27465.345
13589,MAC004179,2013-10-11 02:30:00.0000000,1.773,27467.118
13590,MAC004179,2013-10-11 03:00:00.0000000,1.652,27468.77
13591,MAC004179,2013-10-11 03:30:00.0000000,2.338,27471.108
13592,MAC004179,2013-10-11 04:00:00.0000000,2.132,27473.24
13593,MAC004179,2013-10-11 04:30:00.0000000,2.199,27475.439
13594,MAC004179,2013-10-11 05:00:00.0000000,2.58,27478.019
13595,MAC004179,2013-10-11 05:30:00.0000000,2.202,27480.221
13596,MAC004179,2013-10-11 06:00:00.0000000,1.994,27482.215
13597,MAC004179,2013-10-11 06:30:00.0000000,1.892,27484.107
13598,MAC004179,2013-10-11 07:00:00.0000000,2.238,27486.345
13599,MAC004179,2013-10-11 07:30:00.0000000,2.103,27488.448
13600,MAC004179,2013-10-11 08:00:00.0000000,1.838,27490.286
13601,MAC004179,2013-10-11 08:30:00.0000000,2.19,27492.476
13602,MAC004179,2013-10-11 09:00:00.0000000,1.771,27494.247
13603,MAC004179,2013-10-11 09:30:00.0000000,1.886,27496.133
13604,MAC004179,2013-10-11 10:00:00.0000000,1.776,27497.909
13605,MAC004179,2013-10-11 10:30:00.0000000,2.485,27500.394
13606,MAC004179,2013-10-11 11:00:00.0000000,1.673,27502.067
13607,MAC004179,2013-10-11 11:30:00.0000000,1.514,27503.581
13608,MAC004179,2013-10-11 12:00:00.0000000,1.664,27505.245
13609,MAC004179,2013-10-11 12:30:00.0000000,1.743,27506.988
13610,MAC004179,2013-10-11 13:00:00.0000000,1.756,27508.744
13611,MAC004179,2013-10-11 13:30:00.0000000,1.943,27510.687
13612,MAC004179,2013-10-11 14:00:00.0000000,2.077,27512.764
13613,MAC004179,2013-10-11 14:30:00.0000000,1.753,27514.517
13614,MAC004179,2013-10-11 15:00:00.0000000,1.693,27516.21
13615,MAC004179,2013-10-11 15:30:00.0000000,1.571,27517.781
13616,MAC004179,2013-10-11 16:00:00.0000000,1.795,27519.576
13617,MAC004179,2013-10-11 16:30:00.0000000,1.881,27521.457
13618,MAC004179,2013-10-11 17:00:00.0000000,2.384,27523.841
13619,MAC004179,2013-10-11 17:30:00.0000000,2.68,27526.521
13620,MAC004179,2013-10-11 18:00:00.0000000,4.402,27530.923
13621,MAC004179,2013-10-11 18:30:00.0000000,3.299,27534.222
13622,MAC004179,2013-10-11 19:00:00.0000000,2.638,27536.86
13623,MAC004179,2013-10-11 19:30:00.0000000,3.061,27539.921
13624,MAC004179,2013-10-11 20:00:00.0000000,2.647,27542.568
13625,MAC004179,2013-10-11 20:30:00.0000000,2.459,27545.027
13626,MAC004179,2013-10-11 21:00:00.0000000,2.271,27547.298
13627,MAC004179,2013-10-11 21:30:00.0000000,1.673,27548.971
13628,MAC004179,2013-10-11 22:00:00.0000000,1.757,27550.728
13629,MAC004179,2013-10-11 22:30:00.0000000,2.209,27552.937
13630,MAC004179,2013-10-11 23:00:00.0000000,2.076,27555.013
13631,MAC004179,2013-10-11 23:30:00.0000000,2.068,27557.081
13632,MAC004179,2013-10-12 00:00:00.0000000,2.189,27559.27
13633,MAC004179,2013-10-12 00:30:00.0000000,2.384,27561.654
13634,MAC004179,2013-10-12 01:00:00.0000000,2.366,27564.02
13635,MAC004179,2013-10-12 01:30:00.0000000,2.038,27566.058
13636,MAC004179,2013-10-12 02:00:00.0000000,2.109,27568.167
13637,MAC004179,2013-10-12 02:30:00.0000000,1.402,27569.569
13638,MAC004179,2013-10-12 03:00:00.0000000,1.718,27571.287
13639,MAC004179,2013-10-12 03:30:00.0000000,1.875,27573.162
13640,MAC004179,2013-10-12 04:00:00.0000000,2.156,27575.318
13641,MAC004179,2013-10-12 04:30:00.0000000,2.227,27577.545
13642,MAC004179,2013-10-12 05:00:00.0000000,2.568,27580.113
13643,MAC004179,2013-10-12 05:30:00.0000000,2.007,27582.12
13644,MAC004179,2013-10-12 06:00:00.0000000,1.849,27583.969
13645,MAC004179,2013-10-12 06:30:00.0000000,1.622,27585.591
13646,MAC004179,2013-10-12 07:00:00.0000000,1.955,27587.546
13647,MAC004179,2013-10-12 07:30:00.0000000,2.017,27589.563
13648,MAC004179,2013-10-12 08:00:00.0000000,2.087,27591.65
13649,MAC004179,2013-10-12 08:30:00.0000000,1.832,27593.482
13650,MAC004179,2013-10-12 09:00:00.0000000,1.628,27595.11
13651,MAC004179,2013-10-12 09:30:00.0000000,1.79,27596.9
13652,MAC004179,2013-10-12 10:00:00.0000000,1.749,27598.649
13653,MAC004179,2013-10-12 10:30:00.0000000,1.922,27600.571
13654,MAC004179,2013-10-12 11:00:00.0000000,1.629,27602.2
13655,MAC004179,2013-10-12 11:30:00.0000000,1.781,27603.981
13656,MAC004179,2013-10-12 12:00:00.0000000,2.046,27606.027
13657,MAC004179,2013-10-12 12:30:00.0000000,2.873,27608.9
13658,MAC004179,2013-10-12 13:00:00.0000000,2.534,27611.434
13659,MAC004179,2013-10-12 13:30:00.0000000,1.955,27613.389
13660,MAC004179,2013-10-12 14:00:00.0000000,1.911,27615.3
13661,MAC004179,2013-10-12 14:30:00.0000000,1.597,27616.897
13662,MAC004179,2013-10-12 15:00:00.0000000,1.605,27618.502
13663,MAC004179,2013-10-12 15:30:00.0000000,1.577,27620.079
13664,MAC004179,2013-10-12 16:00:00.0000000,1.995,27622.074
13665,MAC004179,2013-10-12 16:30:00.0000000,1.508,27623.582
13666,MAC004179,2013-10-12 17:00:00.0000000,1.834,27625.416
13667,MAC004179,2013-10-12 17:30:00.0000000,2.492,27627.908
13668,MAC004179,2013-10-12 18:00:00.0000000,2.893,27630.801
13669,MAC004179,2013-10-12 18:30:00.0000000,3.288,27634.089
13670,MAC004179,2013-10-12 19:00:00.0000000,2.908,27636.997
13671,MAC004179,2013-10-12 19:30:00.0000000,2.778,27639.775
13672,MAC004179,2013-10-12 20:00:00.0000000,1.855,27641.63
13673,MAC004179,2013-10-12 20:30:00.0000000,1.852,27643.482
13674,MAC004179,2013-10-12 21:00:00.0000000,1.907,27645.389
13675,MAC004179,2013-10-12 21:30:00.0000000,1.63,27647.019
13676,MAC004179,2013-10-12 22:00:00.0000000,1.869,27648.888
13677,MAC004179,2013-10-12 22:30:00.0000000,1.657,27650.545
13678,MAC004179,2013-10-12 23:00:00.0000000,2.058,27652.603
13679,MAC004179,2013-10-12 23:30:00.0000000,2.407,27655.01
13680,MAC004179,2013-10-13 00:00:00.0000000,2.157,27657.167
13681,MAC004179,2013-10-13 00:30:00.0000000,2.237,27659.404
13682,MAC004179,2013-10-13 01:00:00.0000000,2.32,27661.724
13683,MAC004179,2013-10-13 01:30:00.0000000,2.437,27664.161
13684,MAC004179,2013-10-13 02:00:00.0000000,2.083,27666.244
13685,MAC004179,2013-10-13 02:30:00.0000000,1.635,27667.879
13686,MAC004179,2013-10-13 03:00:00.0000000,1.561,27669.44
13687,MAC004179,2013-10-13 03:30:00.0000000,2.077,27671.517
13688,MAC004179,2013-10-13 04:00:00.0000000,2.024,27673.541
13689,MAC004179,2013-10-13 04:30:00.0000000,2.371,27675.912
13690,MAC004179,2013-10-13 05:00:00.0000000,2.244,27678.156
13691,MAC004179,2013-10-13 05:30:00.0000000,2.224,27680.38
13692,MAC004179,2013-10-13 06:00:00.0000000,1.765,27682.145
13693,MAC004179,2013-10-13 06:30:00.0000000,1.869,27684.014
13694,MAC004179,2013-10-13 07:00:00.0000000,2.444,27686.458
13695,MAC004179,2013-10-13 07:30:00.0000000,3.626,27690.084
13696,MAC004179,2013-10-13 08:00:00.0000000,2.533,27692.617
13697,MAC004179,2013-10-13 08:30:00.0000000,2.376,27694.993
13698,MAC004179,2013-10-13 09:00:00.0000000,3.776,27698.769
13699,MAC004179,2013-10-13 09:30:00.0000000,2.049,27700.818
13700,MAC004179,2013-10-13 10:00:00.0000000,1.861,27702.679
13701,MAC004179,2013-10-13 10:30:00.0000000,1.732,27704.411
13702,MAC004179,2013-10-13 11:00:00.0000000,1.622,27706.033
13703,MAC004179,2013-10-13 11:30:00.0000000,1.623,27707.656
13704,MAC004179,2013-10-13 12:00:00.0000000,1.829,27709.485
13705,MAC004179,2013-10-13 12:30:00.0000000,2.159,27711.644
13706,MAC004179,2013-10-13 13:00:00.0000000,2.145,27713.789
13707,MAC004179,2013-10-13 13:30:00.0000000,1.752,27715.541
13708,MAC004179,2013-10-13 14:00:00.0000000,1.98,27717.521
13709,MAC004179,2013-10-13 14:30:00.0000000,1.902,27719.423
13710,MAC004179,2013-10-13 15:00:00.0000000,1.92,27721.343
13711,MAC004179,2013-10-13 15:30:00.0000000,1.874,27723.217
13712,MAC004179,2013-10-13 16:00:00.0000000,1.542,27724.759
13713,MAC004179,2013-10-13 16:30:00.0000000,2.148,27726.907
13714,MAC004179,2013-10-13 17:00:00.0000000,2.095,27729.002
13715,MAC004179,2013-10-13 17:30:00.0000000,3.343,27732.345
13716,MAC004179,2013-10-13 18:00:00.0000000,4.097,27736.442
13717,MAC004179,2013-10-13 18:30:00.0000000,2.677,27739.119
13718,MAC004179,2013-10-13 19:00:00.0000000,2.271,27741.39
13719,MAC004179,2013-10-13 19:30:00.0000000,3.458,27744.848
13720,MAC004179,2013-10-13 20:00:00.0000000,3.77,27748.618
13721,MAC004179,2013-10-13 20:30:00.0000000,2.237,27750.855
13722,MAC004179,2013-10-13 21:00:00.0000000,2.667,27753.522
13723,MAC004179,2013-10-13 21:30:00.0000000,1.881,27755.403
13724,MAC004179,2013-10-13 22:00:00.0000000,1.643,27757.046
13725,MAC004179,2013-10-13 22:30:00.0000000,1.94,27758.986
13726,MAC004179,2013-10-13 23:00:00.0000000,1.945,27760.931
13727,MAC004179,2013-10-13 23:30:00.0000000,2.422,27763.353
13728,MAC004179,2013-10-14 00:00:00.0000000,2.117,27765.47
13729,MAC004179,2013-10-14 00:30:00.0000000,2.409,27767.879
13730,MAC004179,2013-10-14 01:00:00.0000000,2.025,27769.904
13731,MAC004179,2013-10-14 01:30:00.0000000,2.388,27772.292
13732,MAC004179,2013-10-14 02:00:00.0000000,2.305,27774.597
13733,MAC004179,2013-10-14 02:30:00.0000000,1.728,27776.325
13734,MAC004179,2013-10-14 03:00:00.0000000,1.649,27777.974
13735,MAC004179,2013-10-14 03:30:00.0000000,2.313,27780.287
13736,MAC004179,2013-10-14 04:00:00.0000000,2.063,27782.35
13737,MAC004179,2013-10-14 04:30:00.0000000,2.412,27784.762
13738,MAC004179,2013-10-14 05:00:00.0000000,2.285,27787.047
13739,MAC004179,2013-10-14 05:30:00.0000000,2.454,27789.501
13740,MAC004179,2013-10-14 06:00:00.0000000,2.119,27791.62
13741,MAC004179,2013-10-14 06:30:00.0000000,3.898,27795.518
13742,MAC004179,2013-10-14 07:00:00.0000000,3.243,27798.761
13743,MAC004179,2013-10-14 07:30:00.0000000,2.774,27801.535
13744,MAC004179,2013-10-14 08:00:00.0000000,2.217,27803.752
13745,MAC004179,2013-10-14 08:30:00.0000000,3.847,27807.599
13746,MAC004179,2013-10-14 09:00:00.0000000,2.21,27809.809
13747,MAC004179,2013-10-14 09:30:00.0000000,1.609,27811.418
13748,MAC004179,2013-10-14 10:00:00.0000000,1.739,27813.157
13749,MAC004179,2013-10-14 10:30:00.0000000,1.702,27814.859
13750,MAC004179,2013-10-14 11:00:00.0000000,1.839,27816.698
13751,MAC004179,2013-10-14 11:30:00.0000000,1.48,27818.178
13752,MAC004179,2013-10-14 12:00:00.0000000,2.842,27821.02
13753,MAC004179,2013-10-14 12:30:00.0000000,2.194,27823.214
13754,MAC004179,2013-10-14 13:00:00.0000000,2.437,27825.651
13755,MAC004179,2013-10-14 13:30:00.0000000,1.693,27827.344
13756,MAC004179,2013-10-14 14:00:00.0000000,1.186,27828.53
13757,MAC004179,2013-10-14 14:30:00.0000000,1.92,27830.45
13758,MAC004179,2013-10-14 15:00:00.0000000,1.748,27832.198
13759,MAC004179,2013-10-14 15:30:00.0000000,2.821,27835.019
13760,MAC004179,2013-10-14 16:00:00.0000000,2.914,27837.933
13761,MAC004179,2013-10-14 16:30:00.0000000,2.305,27840.238
13762,MAC004179,2013-10-14 17:00:00.0000000,2.241,27842.479
13763,MAC004179,2013-10-14 17:30:00.0000000,2.843,27845.322
13764,MAC004179,2013-10-14 18:00:00.0000000,3.291,27848.613
13765,MAC004179,2013-10-14 18:30:00.0000000,2.333,27850.946
13766,MAC004179,2013-10-14 19:00:00.0000000,2.259,27853.205
13767,MAC004179,2013-10-14 19:30:00.0000000,3.46,27856.665
13768,MAC004179,2013-10-14 20:00:00.0000000,2.911,27859.576
13769,MAC004179,2013-10-14 20:30:00.0000000,3.303,27862.879
13770,MAC004179,2013-10-14 21:00:00.0000000,1.556,27864.435
13771,MAC004179,2013-10-14 21:30:00.0000000,1.738,27866.173
13772,MAC004179,2013-10-14 22:00:00.0000000,2.281,27868.454
13773,MAC004179,2013-10-14 22:30:00.0000000,2.087,27870.541
13774,MAC004179,2013-10-14 23:00:00.0000000,1.848,27872.389
13775,MAC004179,2013-10-14 23:30:00.0000000,2.166,27874.555
13776,MAC004179,2013-10-15 00:00:00.0000000,2.074,27876.629
13777,MAC004179,2013-10-15 00:30:00.0000000,2.097,27878.726
13778,MAC004179,2013-10-15 01:00:00.0000000,2.122,27880.848
13779,MAC004179,2013-10-15 01:30:00.0000000,2.158,27883.006
13780,MAC004179,2013-10-15 02:00:00.0000000,2.247,27885.253
13781,MAC004179,2013-10-15 02:30:00.0000000,1.743,27886.996
13782,MAC004179,2013-10-15 03:00:00.0000000,1.861,27888.857
13783,MAC004179,2013-10-15 03:30:00.0000000,2.06,27890.917
13784,MAC004179,2013-10-15 04:00:00.0000000,2.14,27893.057
13785,MAC004179,2013-10-15 04:30:00.0000000,2.17,27895.227
13786,MAC004179,2013-10-15 05:00:00.0000000,2.344,27897.571
13787,MAC004179,2013-10-15 05:30:00.0000000,2.125,27899.696
13788,MAC004179,2013-10-15 06:00:00.0000000,1.896,27901.592
13789,MAC004179,2013-10-15 06:30:00.0000000,2.833,27904.425
13790,MAC004179,2013-10-15 07:00:00.0000000,3.08,27907.505
13791,MAC004179,2013-10-15 07:30:00.0000000,2.499,27910.004
13792,MAC004179,2013-10-15 08:00:00.0000000,2.403,27912.407
13793,MAC004179,2013-10-15 08:30:00.0000000,2.931,27915.338
13794,MAC004179,2013-10-15 09:00:00.0000000,2.697,27918.035
13795,MAC004179,2013-10-15 09:30:00.0000000,2.99,27921.025
13796,MAC004179,2013-10-15 10:00:00.0000000,2.348,27923.373
13797,MAC004179,2013-10-15 10:30:00.0000000,2.049,27925.422
13798,MAC004179,2013-10-15 11:00:00.0000000,2.432,27927.854
13799,MAC004179,2013-10-15 11:30:00.0000000,3.904,27931.758
13800,MAC004179,2013-10-15 12:00:00.0000000,2.109,27933.867
13801,MAC004179,2013-10-15 12:30:00.0000000,2.72,27936.587
13802,MAC004179,2013-10-15 13:00:00.0000000,3.674,27940.261
13803,MAC004179,2013-10-15 13:30:00.0000000,3.304,27943.565
13804,MAC004179,2013-10-15 14:00:00.0000000,1.646,27945.211
13805,MAC004179,2013-10-15 14:30:00.0000000,2.608,27947.819
13806,MAC004179,2013-10-15 15:00:00.0000000,1.967,27949.786
13807,MAC004179,2013-10-15 15:30:00.0000000,2.958,27952.744
13808,MAC004179,2013-10-15 16:00:00.0000000,2.796,27955.54
13809,MAC004179,2013-10-15 16:30:00.0000000,2.241,27957.781
13810,MAC004179,2013-10-15 17:00:00.0000000,2.249,27960.03
13811,MAC004179,2013-10-15 17:30:00.0000000,4.733,27964.763
13812,MAC004179,2013-10-15 18:00:00.0000000,4.028,27968.791
13813,MAC004179,2013-10-15 18:30:00.0000000,3.231,27972.022
13814,MAC004179,2013-10-15 19:00:00.0000000,2.479,27974.501
13815,MAC004179,2013-10-15 19:30:00.0000000,3.168,27977.669
13816,MAC004179,2013-10-15 20:00:00.0000000,2.215,27979.884
13817,MAC004179,2013-10-15 20:30:00.0000000,2.5,27982.384
13818,MAC004179,2013-10-15 21:00:00.0000000,2.376,27984.76
13819,MAC004179,2013-10-15 21:30:00.0000000,2.335,27987.095
13820,MAC004179,2013-10-15 22:00:00.0000000,1.557,27988.652
13821,MAC004179,2013-10-15 22:30:00.0000000,1.661,27990.313
13822,MAC004179,2013-10-15 23:00:00.0000000,1.784,27992.097
13823,MAC004179,2013-10-15 23:30:00.0000000,2.228,27994.325
13824,MAC004179,2013-10-16 00:00:00.0000000,1.959,27996.284
13825,MAC004179,2013-10-16 00:30:00.0000000,2.138,27998.422
13826,MAC004179,2013-10-16 01:00:00.0000000,1.972,28000.394
13827,MAC004179,2013-10-16 01:30:00.0000000,2.166,28002.56
13828,MAC004179,2013-10-16 02:00:00.0000000,2.053,28004.613
13829,MAC004179,2013-10-16 02:30:00.0000000,1.977,28006.59
13830,MAC004179,2013-10-16 03:00:00.0000000,1.82,28008.41
13831,MAC004179,2013-10-16 03:30:00.0000000,1.864,28010.274
13832,MAC004179,2013-10-16 04:00:00.0000000,2.356,28012.63
13833,MAC004179,2013-10-16 04:30:00.0000000,1.951,28014.581
13834,MAC004179,2013-10-16 05:00:00.0000000,2.072,28016.653
13835,MAC004179,2013-10-16 05:30:00.0000000,2.927,28019.58
13836,MAC004179,2013-10-16 06:00:00.0000000,2.214,28021.794
13837,MAC004179,2013-10-16 06:30:00.0000000,1.87,28023.664
13838,MAC004179,2013-10-16 07:00:00.0000000,3.179,28026.843
13839,MAC004179,2013-10-16 07:30:00.0000000,2.339,28029.182
13840,MAC004179,2013-10-16 08:00:00.0000000,2.572,28031.754
13841,MAC004179,2013-10-16 08:30:00.0000000,1.863,28033.617
13842,MAC004179,2013-10-16 09:00:00.0000000,2.589,28036.206
13843,MAC004179,2013-10-16 09:30:00.0000000,2.609,28038.815
13844,MAC004179,2013-10-16 10:00:00.0000000,2.895,28041.71
13845,MAC004179,2013-10-16 10:30:00.0000000,2.715,28044.425
13846,MAC004179,2013-10-16 11:00:00.0000000,2.183,28046.608
13847,MAC004179,2013-10-16 11:30:00.0000000,1.59,28048.198
13848,MAC004179,2013-10-16 12:00:00.0000000,1.766,28049.964
13849,MAC004179,2013-10-16 12:30:00.0000000,2.309,28052.273
13850,MAC004179,2013-10-16 13:00:00.0000000,2.127,28054.4
13851,MAC004179,2013-10-16 13:30:00.0000000,1.729,28056.129
13852,MAC004179,2013-10-16 14:00:00.0000000,1.827,28057.956
13853,MAC004179,2013-10-16 14:30:00.0000000,1.609,28059.565
13854,MAC004179,2013-10-16 15:00:00.0000000,1.573,28061.138
13855,MAC004179,2013-10-16 15:30:00.0000000,1.525,28062.663
13856,MAC004179,2013-10-16 16:00:00.0000000,1.674,28064.337
13857,MAC004179,2013-10-16 16:30:00.0000000,1.407,28065.744
13858,MAC004179,2013-10-16 17:00:00.0000000,2.921,28068.665
13859,MAC004179,2013-10-16 17:30:00.0000000,3.012,28071.677
13860,MAC004179,2013-10-16 18:00:00.0000000,3.759,28075.436
13861,MAC004179,2013-10-16 18:30:00.0000000,2.286,28077.722
13862,MAC004179,2013-10-16 19:00:00.0000000,2.956,28080.678
13863,MAC004179,2013-10-16 19:30:00.0000000,2.598,28083.276
13864,MAC004179,2013-10-16 20:00:00.0000000,2.409,28085.685
13865,MAC004179,2013-10-16 20:30:00.0000000,2.159,28087.844
13866,MAC004179,2013-10-16 21:00:00.0000000,2.172,28090.016
13867,MAC004179,2013-10-16 21:30:00.0000000,1.575,28091.591
13868,MAC004179,2013-10-16 22:00:00.0000000,2.17,28093.761
13869,MAC004179,2013-10-16 22:30:00.0000000,1.554,28095.315
13870,MAC004179,2013-10-16 23:00:00.0000000,1.937,28097.252
13871,MAC004179,2013-10-16 23:30:00.0000000,2.146,28099.398
13872,MAC004179,2013-10-17 00:00:00.0000000,2.131,28101.529
13873,MAC004179,2013-10-17 00:30:00.0000000,2.118,28103.647
13874,MAC004179,2013-10-17 01:00:00.0000000,2.171,28105.818
13875,MAC004179,2013-10-17 01:30:00.0000000,2.04,28107.858
13876,MAC004179,2013-10-17 02:00:00.0000000,1.979,28109.837
13877,MAC004179,2013-10-17 02:30:00.0000000,1.881,28111.718
13878,MAC004179,2013-10-17 03:00:00.0000000,1.65,28113.368
13879,MAC004179,2013-10-17 03:30:00.0000000,1.768,28115.136
13880,MAC004179,2013-10-17 04:00:00.0000000,2.101,28117.237
13881,MAC004179,2013-10-17 04:30:00.0000000,2.326,28119.563
13882,MAC004179,2013-10-17 05:00:00.0000000,1.882,28121.445
13883,MAC004179,2013-10-17 05:30:00.0000000,1.917,28123.362
13884,MAC004179,2013-10-17 06:00:00.0000000,1.625,28124.987
13885,MAC004179,2013-10-17 06:30:00.0000000,2.272,28127.259
13886,MAC004179,2013-10-17 07:00:00.0000000,3.021,28130.28
13887,MAC004179,2013-10-17 07:30:00.0000000,3.062,28133.342
13888,MAC004179,2013-10-17 08:00:00.0000000,2.298,28135.64
13889,MAC004179,2013-10-17 08:30:00.0000000,1.963,28137.603
13890,MAC004179,2013-10-17 09:00:00.0000000,2.182,28139.785
13891,MAC004179,2013-10-17 09:30:00.0000000,1.388,28141.173
13892,MAC004179,2013-10-17 10:00:00.0000000,1.968,28143.141
13893,MAC004179,2013-10-17 10:30:00.0000000,1.257,28144.398
13894,MAC004179,2013-10-17 11:00:00.0000000,1.446,28145.844
13895,MAC004179,2013-10-17 11:30:00.0000000,1.48,28147.324
13896,MAC004179,2013-10-17 12:00:00.0000000,1.635,28148.959
13897,MAC004179,2013-10-17 12:30:00.0000000,2.244,28151.203
13898,MAC004179,2013-10-17 13:00:00.0000000,2.041,28153.244
13899,MAC004179,2013-10-17 13:30:00.0000000,1.816,28155.06
13900,MAC004179,2013-10-17 14:00:00.0000000,1.31,28156.37
13901,MAC004179,2013-10-17 14:30:00.0000000,1.472,28157.842
13902,MAC004179,2013-10-17 15:00:00.0000000,1.614,28159.456
13903,MAC004179,2013-10-17 15:30:00.0000000,1.516,28160.972
13904,MAC004179,2013-10-17 16:00:00.0000000,1.561,28162.533
13905,MAC004179,2013-10-17 16:30:00.0000000,1.505,28164.038
13906,MAC004179,2013-10-17 17:00:00.0000000,1.807,28165.845
13907,MAC004179,2013-10-17 17:30:00.0000000,2.43,28168.275
13908,MAC004179,2013-10-17 18:00:00.0000000,3.982,28172.257
13909,MAC004179,2013-10-17 18:30:00.0000000,2.131,28174.388
13910,MAC004179,2013-10-17 19:00:00.0000000,2.34,28176.728
13911,MAC004179,2013-10-17 19:30:00.0000000,2.626,28179.354
13912,MAC004179,2013-10-17 20:00:00.0000000,3.139,28182.493
13913,MAC004179,2013-10-17 20:30:00.0000000,2.501,28184.994
13914,MAC004179,2013-10-17 21:00:00.0000000,1.597,28186.591
13915,MAC004179,2013-10-17 21:30:00.0000000,1.849,28188.44
13916,MAC004179,2013-10-17 22:00:00.0000000,1.845,28190.285
13917,MAC004179,2013-10-17 22:30:00.0000000,1.892,28192.177
13918,MAC004179,2013-10-17 23:00:00.0000000,1.968,28194.145
13919,MAC004179,2013-10-17 23:30:00.0000000,2.213,28196.358
13920,MAC004179,2013-10-18 00:00:00.0000000,2.323,28198.681
13921,MAC004179,2013-10-18 00:30:00.0000000,1.976,28200.657
13922,MAC004179,2013-10-18 01:00:00.0000000,2.024,28202.681
13923,MAC004179,2013-10-18 01:30:00.0000000,2.077,28204.758
